Date-Time                     ,RadioRxTime ,GPS Time Record      ,Filtered Temperature (K) ,Filtered Humidity ,Filtered Dewpoint (K) ,Filtered Pressure (mb) ,Filtered Wind Dir ,Filtered Wind Spd (m/s) ,Filtered Altitude (m) ,Filtered Latitude ,Filtered Longitude ,GPS Velocity East (m/s) ,GPS Velocity North (m/s) ,GPS Velocity Up (m/s) ,GPS Altitude (m) ,GPS Latitude ,GPS Longitude ,GPS Derived Wind Dir ,GPS Derived Wind Spd (m/s) ,PTU Status ,RawPTU AscRate (m/s) ,RawPTU Humidity1 ,RawPTU Humidity2 ,RawPTU Pressure ,RawPTU PressureOK ,RawPTU Temperature ,RawPTU TemperatureOK ,WindResults East (m/s) ,WindResults North (m/s) ,WindResults Up (m/s) ,WindResults FiltGeoPotHeight (m) ,Calculated Mixing Ratio , , , , ,
[2023-02-01T18:57:52.7311625] ,  1827.802  ,01-Feb-2023 18:56:04 ,                257.2542 ,         100      ,             257.2542 ,              849.238  ,         251.8212 ,                14.7848 ,            1417.5908 ,          43.8313 ,-76.1678           ,               13.0581  ,4.4846                   ,5.6246                ,         1417.39 ,     43.8313 ,-76.1678      ,            251.0456 ,                   13.8068 ,        15 ,6.7885               ,-32768           ,-32768           ,       846.548  ,                1 ,          257.2911 ,                   1 ,               14.0466 ,4.6124                  ,-32768               ,                       1451.6133 ,               1.3047   , , , , ,
[2023-02-01T18:57:52.7334652] ,  1828.802  ,01-Feb-2023 18:56:05 ,                257.2079 ,         100      ,             257.2078 ,              848.5781 ,         251.8321 ,                14.7897 ,            1422.5523 ,          43.8314 ,-76.1676           ,               13.8907  ,5.4821                   ,5.2291                ,         1422.73 ,     43.8314 ,-76.1676      ,            248.4628 ,                   14.9334 ,        15 ,5.6246               ,-32768           ,-32768           ,       845.976  ,                1 ,          257.2395 ,                   1 ,               14.0522 ,4.6115                  ,-32768               ,                       1456.5318 ,               1.3007   , , , , ,
[2023-02-01T18:57:52.7357398] ,  1829.802  ,01-Feb-2023 18:56:06 ,                257.1616 ,         100      ,             257.1615 ,              847.9181 ,         251.8583 ,                14.8028 ,            1427.6218 ,          43.8314 ,-76.1675           ,               14.6516  ,5.9638                   ,5.5235                ,         1426.86 ,     43.8314 ,-76.1674      ,            247.8518 ,                   15.8188 ,        15 ,5.2291               ,-32768           ,-32768           ,       845.4338 ,                1 ,          257.1524 ,                   1 ,               14.0666 ,4.6098                  ,-32768               ,                       1461.5037 ,               1.2967   , , , , ,
[2023-02-01T18:57:52.7380788] ,  1830.802  ,01-Feb-2023 18:56:07 ,                257.1154 ,         100      ,             257.1153 ,              847.2581 ,         251.9021 ,                14.8244 ,            1433.2173 ,          43.8315 ,-76.1673           ,               14.7686  ,5.2397                   ,5.5                   ,         1433.23 ,     43.8315 ,-76.1673      ,            250.466  ,                   15.6705 ,        15 ,5.5235               ,-32768           ,-32768           ,       844.7349 ,                1 ,          257.1367 ,                   1 ,               14.0906 ,4.6056                  ,-32768               ,                       1467.1809 ,               1.2928   , , , , ,
[2023-02-01T18:57:52.7404209] ,  1831.802  ,01-Feb-2023 18:56:08 ,                257.0693 ,         100      ,             257.0693 ,              846.5981 ,         251.9637 ,                14.8547 ,            1439.2926 ,          43.8315 ,-76.1671           ,               13.8835  ,4.0857                   ,6.4952                ,         1438.89 ,     43.8315 ,-76.1671      ,            253.6018 ,                   14.4721 ,        15 ,5.5                  ,-32768           ,-32768           ,       844.2327 ,                1 ,          257.1263 ,                   1 ,               14.1245 ,4.5991                  ,-32768               ,                       1473.3145 ,               1.2888   , , , , ,
[2023-02-01T18:57:52.7432600] ,  1832.802  ,01-Feb-2023 18:56:09 ,                257.0232 ,         100      ,             257.0232 ,              845.9382 ,         252.0414 ,                14.8936 ,            1445.5861 ,          43.8316 ,-76.1669           ,               13.8778  ,3.9693                   ,6.2696                ,         1446.06 ,     43.8316 ,-76.1669      ,            254.0385 ,                   14.4342 ,        15 ,6.4952               ,-32768           ,-32768           ,       843.5109 ,                1 ,          257.05   ,                   1 ,               14.1677 ,4.5917                  ,-32768               ,                       1479.7661 ,               1.2849   , , , , ,
[2023-02-01T18:57:52.7458344] ,  1833.802  ,01-Feb-2023 18:56:10 ,                256.9773 ,         100      ,             256.9773 ,              845.2782 ,         252.1335 ,                14.9409 ,            1451.6291 ,          43.8316 ,-76.1668           ,               13.9442  ,4.0451                   ,5.5663                ,         1451.92 ,     43.8316 ,-76.1668      ,            253.8228 ,                   14.5191 ,        15 ,6.2696               ,-32768           ,-32768           ,       842.7536 ,                1 ,          257.0102 ,                   1 ,               14.2204 ,4.5836                  ,-32768               ,                       1485.8249 ,               1.281    , , , , ,
[2023-02-01T18:57:52.7481181] ,  1834.802  ,01-Feb-2023 18:56:11 ,                256.9315 ,         100      ,             256.9315 ,              844.6182 ,         252.2394 ,                14.9957 ,            1457.3239 ,          43.8317 ,-76.1666           ,               13.8076  ,4.8797                   ,5.6169                ,         1457.39 ,     43.8316 ,-76.1666      ,            250.5364 ,                   14.6444 ,        15 ,5.5663               ,-32768           ,-32768           ,       842.1943 ,                1 ,          256.9568 ,                   1 ,               14.2809 ,4.5741                  ,-32768               ,                       1491.4595 ,               1.2771   , , , , ,
[2023-02-01T18:57:52.7503331] ,  1835.802  ,01-Feb-2023 18:56:12 ,                256.8857 ,         100      ,             256.8857 ,              843.9583 ,         252.3592 ,                15.0571 ,            1462.8634 ,          43.8317 ,-76.1664           ,               13.7545  ,5.4388                   ,5.9781                ,         1463.06 ,     43.8317 ,-76.1664      ,            248.4252 ,                   14.7907 ,        15 ,5.6169               ,-32768           ,-32768           ,       841.4804 ,                1 ,          256.8786 ,                   1 ,               14.3489 ,4.5631                  ,-32768               ,                       1496.9499 ,               1.2732   , , , , ,
[2023-02-01T18:57:52.7533235] ,  1836.802  ,01-Feb-2023 18:56:13 ,                256.8401 ,         100      ,             256.84   ,              843.2983 ,         252.4936 ,                15.1241 ,            1468.5366 ,          43.8317 ,-76.1662           ,               13.7503  ,5.3922                   ,5.8016                ,         1468.13 ,     43.8317 ,-76.1662      ,            248.5873 ,                   14.7698 ,        15 ,5.9781               ,-32768           ,-32768           ,       840.723  ,                1 ,          256.8314 ,                   1 ,               14.4234 ,4.5498                  ,-32768               ,                       1502.4046 ,               1.2693   , , , , ,
[2023-02-01T18:57:52.7558928] ,  1837.802  ,01-Feb-2023 18:56:14 ,                256.7945 ,         100      ,             256.7944 ,              842.6383 ,         252.6425 ,                15.1951 ,            1474.6616 ,          43.8318 ,-76.1661           ,               13.3422  ,4.4692                   ,5.7879                ,         1473.95 ,     43.8318 ,-76.1661      ,            251.4809 ,                   14.0708 ,        15 ,5.8016               ,-32768           ,-32768           ,       840.1481 ,                1 ,          256.7938 ,                   1 ,               14.5031 ,4.5333                  ,-32768               ,                       1508.5046 ,               1.2655   , , , , ,
[2023-02-01T18:57:52.7585825] ,  1838.802  ,01-Feb-2023 18:56:15 ,                256.7489 ,         100      ,             256.7489 ,              841.9783 ,         252.8048 ,                15.2688 ,            1481.2917 ,          43.8318 ,-76.1659           ,               13.1869  ,3.2581                   ,6.8255                ,         1481.65 ,     43.8318 ,-76.1659      ,            256.1217 ,                   13.5835 ,        15 ,5.7879               ,-32768           ,-32768           ,       839.4294 ,                1 ,          256.7436 ,                   1 ,               14.5865 ,4.5137                  ,-32768               ,                       1515.4503 ,               1.2617   , , , , ,
[2023-02-01T18:57:52.7607299] ,  1839.802  ,01-Feb-2023 18:56:16 ,                256.7034 ,         100      ,             256.7034 ,              841.3184 ,         252.9788 ,                15.3436 ,            1487.9204 ,          43.8318 ,-76.1657           ,               13.2953  ,3.27                     ,6.6527                ,         1488.48 ,     43.8318 ,-76.1657      ,            256.1823 ,                   13.6915 ,        15 ,6.8255               ,-32768           ,-32768           ,       838.7589 ,                1 ,          256.702  ,                   1 ,               14.6718 ,4.4915                  ,-32768               ,                       1522.1609 ,               1.2579   , , , , ,
[2023-02-01T18:57:52.7633846] ,  1840.802  ,01-Feb-2023 18:56:17 ,                256.6579 ,         100      ,             256.6579 ,              840.6584 ,         253.1636 ,                15.4179 ,            1494.2757 ,          43.8319 ,-76.1656           ,               13.2726  ,3.8499                   ,5.7073                ,         1494.18 ,     43.8319 ,-76.1656      ,            253.8246 ,                   13.8197 ,        15 ,6.6527               ,-32768           ,-32768           ,       838.0364 ,                1 ,          256.6606 ,                   1 ,               14.7571 ,4.4657                  ,-32768               ,                       1528.2017 ,               1.2541   , , , , ,
